Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2020,NC,North Carolina,Guilford,37081,37081011400,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.3,,,27.3,33.7,5291,POINT (-79.79814832 36.05389565),37081011400,HLTHSTAT,GHLTH,CrdPrv,General Health,37,643
2019,NC,North Carolina,Guilford,37081,37081017000,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.1,,,36.3,37.9,4516,POINT (-79.61039049 35.94798246),37081017000,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,643
2020,NC,North Carolina,Guilford,37081,37081016505,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.3,,,83.6,86.9,5072,POINT (-79.9146124 36.02822927),37081016505,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,643
2019,NC,North Carolina,Guilford,37081,37081011500,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,35.7,,,34.8,36.6,2964,POINT (-79.80926473 36.056789),37081011500,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,643
2020,NC,North Carolina,Guilford,37081,37081012610,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,9.0,9.8,3159,POINT (-79.83281601 36.03389251),37081012610,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,643
2020,NC,North Carolina,Guilford,37081,37081010602,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,16.3,,,12.7,21.9,4592,POINT (-79.82304564 36.06824028),37081010602,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,643
2020,NC,North Carolina,Guilford,37081,37081014407,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.4,,,19.5,21.3,5635,POINT (-80.03832174 35.97802307),37081014407,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,643
2020,NC,North Carolina,Guilford,37081,37081016410,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.6,3.0,5520,POINT (-79.93851428 35.97496945),37081016410,HLTHOUT,STROKE,CrdPrv,Stroke,37,643
2020,NC,North Carolina,Guilford,37081,37081012601,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.2,,,14.3,16.2,5912,POINT (-79.86925404 36.06164926),37081012601,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,643
2020,NC,North Carolina,Guilford,37081,37081012508,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.3,,,27.7,31.0,3289,POINT (-79.82986117 36.10282128),37081012508,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,643
2020,NC,North Carolina,Guilford,37081,37081014000,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.7,7.8,3079,POINT (-80.02428235 35.94864595),37081014000,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,643
2020,NC,North Carolina,Guilford,37081,37081014406,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.9,,,83.1,86.8,2337,POINT (-79.96112305 35.98097676),37081014406,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081016900,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,15.1,,,13.3,16.8,4698,POINT (-79.74283588 35.93511994),37081016900,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,643
2020,NC,North Carolina,Guilford,37081,37081013601,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,81.2,,,78.7,83.3,3092,POINT (-79.9934186 35.97493586),37081013601,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,643
2020,NC,North Carolina,Guilford,37081,37081013800,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,47.1,,,46.0,48.2,4685,POINT (-79.99063132 35.96862382),37081013800,HLTHOUT,OBESITY,CrdPrv,Obesity,37,643
2020,NC,North Carolina,Guilford,37081,37081011905,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.7,,,19.4,24.1,5077,POINT (-79.75502209 36.13280923),37081011905,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,643
2020,NC,North Carolina,Guilford,37081,37081012703,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.5,,,8.9,10.1,5373,POINT (-79.79285132 36.1205417),37081012703,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,643
2020,NC,North Carolina,Guilford,37081,37081016008,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,7.7,,,6.7,8.9,7034,POINT (-79.9335658 36.1344022),37081016008,HLTHSTAT,GHLTH,CrdPrv,General Health,37,643
2020,NC,North Carolina,Guilford,37081,37081012707,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,63.8,,,61.4,66.2,2589,POINT (-79.7465279 36.08141276),37081012707,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081012611,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.0,,,2.9,3.2,3577,POINT (-79.82524561 36.02413494),37081012611,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,643
2020,NC,North Carolina,Guilford,37081,37081012504,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.4,,,9.9,10.9,3246,POINT (-79.8587859 36.07520608),37081012504,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,643
2020,NC,North Carolina,Guilford,37081,37081017000,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.0,,,32.9,35.1,4516,POINT (-79.61039049 35.94798246),37081017000,HLTHOUT,OBESITY,CrdPrv,Obesity,37,643
2020,NC,North Carolina,Guilford,37081,37081014200,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.3,,,15.5,17.1,3503,POINT (-79.9892665 35.94642274),37081014200,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,643
2020,NC,North Carolina,Guilford,37081,37081012611,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.9,,,17.7,22.2,3577,POINT (-79.82524561 36.02413494),37081012611,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,643
2020,NC,North Carolina,Guilford,37081,37081010401,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.1,,,26.5,29.8,1453,POINT (-79.80490027 36.08971355),37081010401,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,643
2020,NC,North Carolina,Guilford,37081,37081016205,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.0,,,28.7,31.4,3903,POINT (-79.97582048 36.04490996),37081016205,HLTHOUT,OBESITY,CrdPrv,Obesity,37,643
2020,NC,North Carolina,Guilford,37081,37081015500,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.4,,,84.1,86.6,6111,POINT (-79.75022133 36.16798599),37081015500,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081011101,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.4,,,11.6,13.2,4260,POINT (-79.75434614 36.06825679),37081011101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,643
2020,NC,North Carolina,Guilford,37081,37081016306,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.1,,,12.0,16.4,4500,POINT (-79.96788647 36.01285132),37081016306,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,643
2019,NC,North Carolina,Guilford,37081,37081015401,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.3,,,29.8,30.7,5527,POINT (-79.66190603 36.16116386),37081015401,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,643
2020,NC,North Carolina,Guilford,37081,37081012705,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,48.5,,,44.7,53.2,4056,POINT (-79.74534755 36.10145988),37081012705,PREVENT,DENTAL,CrdPrv,Dental Visit,37,643
2020,NC,North Carolina,Guilford,37081,37081012509,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,82.8,,,82.3,83.4,2223,POINT (-79.83832768 36.09752704),37081012509,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,643
2020,NC,North Carolina,Guilford,37081,37081012509,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,46.8,,,41.0,52.1,2223,POINT (-79.83832768 36.09752704),37081012509,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,643
2020,NC,North Carolina,Guilford,37081,37081010500,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.5,,,3.9,5.1,2173,POINT (-79.81847897 36.08130416),37081010500,HLTHOUT,COPD,CrdPrv,COPD,37,643
2020,NC,North Carolina,Guilford,37081,37081015401,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.3,,,8.0,8.7,5527,POINT (-79.66190603 36.16116386),37081015401,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,643
2020,NC,North Carolina,Guilford,37081,37081016701,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.5,,,2.4,2.7,5126,POINT (-79.84468989 35.98617411),37081016701,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,643
2020,NC,North Carolina,Guilford,37081,37081016409,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.7,,,8.0,9.6,2513,POINT (-79.93680329 36.00529554),37081016409,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,643
2020,NC,North Carolina,Guilford,37081,37081012705,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.4,,,13.0,15.9,4056,POINT (-79.74534755 36.10145988),37081012705,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,643
2020,NC,North Carolina,Guilford,37081,37081016303,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,80.7,,,79.8,81.4,3316,POINT (-80.02751329 36.01998401),37081016303,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,643
2020,NC,North Carolina,Guilford,37081,37081016201,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.2,,,2.1,2.3,5352,POINT (-79.99947089 36.12637667),37081016201,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,643
2019,NC,North Carolina,Guilford,37081,37081012617,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.4,,,28.7,30.1,3478,POINT (-79.86858104 36.04133378),37081012617,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,643
2020,NC,North Carolina,Guilford,37081,37081010701,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.8,,,80.0,85.0,1919,POINT (-79.80425378 36.07667775),37081010701,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081016800,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.9,,,6.2,7.6,6584,POINT (-79.77701342 35.98428707),37081016800,HLTHOUT,COPD,CrdPrv,COPD,37,643
2019,NC,North Carolina,Guilford,37081,37081011102,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.8,,,89.4,90.1,2602,POINT (-79.75799768 36.05425291),37081011102,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081010701,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,14.4,,,12.6,16.2,1919,POINT (-79.80425378 36.07667775),37081010701,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,643
2020,NC,North Carolina,Guilford,37081,37081012607,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.6,,,34.2,36.8,2301,POINT (-79.88317647 36.04340296),37081012607,HLTHOUT,OBESITY,CrdPrv,Obesity,37,643
2020,NC,North Carolina,Guilford,37081,37081016006,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38.7,,,28.8,48.1,3159,POINT (-79.88299097 36.13432696),37081016006,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,643
2020,NC,North Carolina,Guilford,37081,37081016900,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.8,,,72.9,78.4,4698,POINT (-79.74283588 35.93511994),37081016900,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,643
2020,NC,North Carolina,Guilford,37081,37081014300,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.8,,,15.8,17.8,3045,POINT (-80.01089752 35.94140044),37081014300,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,643
2020,NC,North Carolina,Guilford,37081,37081015901,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.7,,,73.7,79.2,5270,POINT (-79.97134116 36.23423171),37081015901,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,643
2020,NC,North Carolina,Guilford,37081,37081011400,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,19.6,,,18.5,20.8,5291,POINT (-79.79814832 36.05389565),37081011400,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,643
2020,NC,North Carolina,Guilford,37081,37081010403,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.8,,,5.4,16.0,1594,POINT (-79.8152325 36.10486685),37081010403,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,643
2020,NC,North Carolina,Guilford,37081,37081016203,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.0,,,12.7,13.2,4013,POINT (-80.02352942 36.07010256),37081016203,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,643
2019,NC,North Carolina,Guilford,37081,37081013900,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.5,,,31.4,33.6,4509,POINT (-79.98719734 35.95901369),37081013900,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,643
2020,NC,North Carolina,Guilford,37081,37081012608,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.8,7.0,2392,POINT (-79.85358783 36.04287829),37081012608,HLTHOUT,COPD,CrdPrv,COPD,37,643
2020,NC,North Carolina,Guilford,37081,37081016800,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.2,,,36.2,38.1,6584,POINT (-79.77701342 35.98428707),37081016800,HLTHOUT,OBESITY,CrdPrv,Obesity,37,643
2020,NC,North Carolina,Guilford,37081,37081016203,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.4,,,74.0,76.7,4013,POINT (-80.02352942 36.07010256),37081016203,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081016009,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.7,8.5,3743,POINT (-79.90858709 36.12853873),37081016009,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,643
2020,NC,North Carolina,Guilford,37081,37081016410,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20.8,,,20.0,21.7,5520,POINT (-79.93851428 35.97496945),37081016410,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,643
2020,NC,North Carolina,Guilford,37081,37081017200,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.6,,,64.8,68.4,6919,POINT (-79.61614596 36.02754003),37081017200,PREVENT,DENTAL,CrdPrv,Dental Visit,37,643
2020,NC,North Carolina,Guilford,37081,37081016304,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10.9,,,8.5,13.5,3758,POINT (-80.00435424 36.02194841),37081016304,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,643
2020,NC,North Carolina,Guilford,37081,37081016011,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.5,,,33.5,35.5,5627,POINT (-79.92731899 36.0798813),37081016011,HLTHOUT,OBESITY,CrdPrv,Obesity,37,643
2019,NC,North Carolina,Guilford,37081,37081016201,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.2,,,89.9,90.4,5352,POINT (-79.99947089 36.12637667),37081016201,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081013900,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,31.7,,,27.4,36.1,4509,POINT (-79.98719734 35.95901369),37081013900,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,643
2020,NC,North Carolina,Guilford,37081,37081016011,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.0,,,20.3,21.8,5627,POINT (-79.92731899 36.0798813),37081016011,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,643
2019,NC,North Carolina,Guilford,37081,37081016102,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.5,,,84.4,84.5,3930,POINT (-79.90143113 36.08279374),37081016102,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,643
2019,NC,North Carolina,Guilford,37081,37081015706,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.6,,,29.5,31.6,5288,POINT (-79.80075203 36.16232568),37081015706,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,643
2020,NC,North Carolina,Guilford,37081,37081015200,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.0,,,60.8,65.4,8412,POINT (-79.56872876 36.12242508),37081015200,PREVENT,DENTAL,CrdPrv,Dental Visit,37,643
2020,NC,North Carolina,Guilford,37081,37081010900,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,50.2,,,45.5,55.0,2001,POINT (-79.78148993 36.08229879),37081010900,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,643
2020,NC,North Carolina,Guilford,37081,37081012617,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.5,,,39.3,41.6,3478,POINT (-79.86858104 36.04133378),37081012617,HLTHOUT,OBESITY,CrdPrv,Obesity,37,643
2020,NC,North Carolina,Guilford,37081,37081016102,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.3,,,2.2,2.4,3930,POINT (-79.90143113 36.08279374),37081016102,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,643
2020,NC,North Carolina,Guilford,37081,37081016506,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,,,2.0,2.5,4900,POINT (-79.90156137 36.02411866),37081016506,HLTHOUT,STROKE,CrdPrv,Stroke,37,643
2020,NC,North Carolina,Guilford,37081,37081012804,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20.9,,,17.8,24.0,4184,POINT (-79.79120471 36.02401966),37081012804,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,643
2020,NC,North Carolina,Guilford,37081,37081014406,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5.3,,,4.8,5.9,2337,POINT (-79.96112305 35.98097676),37081014406,HLTHOUT,STROKE,CrdPrv,Stroke,37,643
2020,NC,North Carolina,Guilford,37081,37081015902,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.4,,,3.8,5.1,3611,POINT (-80.00525193 36.18619709),37081015902,HLTHOUT,COPD,CrdPrv,COPD,37,643
2020,NC,North Carolina,Guilford,37081,37081016503,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.1,,,4.0,4.2,3729,POINT (-79.90362846 36.04835136),37081016503,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,643
2020,NC,North Carolina,Guilford,37081,37081014503,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,34.7,,,32.0,37.5,3523,POINT (-79.96308157 35.96010934),37081014503,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,643
2020,NC,North Carolina,Guilford,37081,37081016203,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.9,3.4,4013,POINT (-80.02352942 36.07010256),37081016203,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,643
2020,NC,North Carolina,Guilford,37081,37081016009,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,21.9,,,20.7,23.3,3743,POINT (-79.90858709 36.12853873),37081016009,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,643
2020,NC,North Carolina,Guilford,37081,37081014000,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.0,,,34.9,37.0,3079,POINT (-80.02428235 35.94864595),37081014000,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,643
2020,NC,North Carolina,Guilford,37081,37081015705,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.4,,,7.0,7.8,3158,POINT (-79.84152866 36.12959964),37081015705,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,643
2020,NC,North Carolina,Guilford,37081,37081017200,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.3,,,9.3,13.8,6919,POINT (-79.61614596 36.02754003),37081017200,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,643
2020,NC,North Carolina,Guilford,37081,37081012706,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.5,,,7.9,9.1,3159,POINT (-79.74125846 36.09172312),37081012706,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,643
2020,NC,North Carolina,Guilford,37081,37081014000,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.3,,,20.4,22.3,3079,POINT (-80.02428235 35.94864595),37081014000,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,643
2020,NC,North Carolina,Guilford,37081,37081012703,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.7,,,29.8,31.7,5373,POINT (-79.79285132 36.1205417),37081012703,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,643
2019,NC,North Carolina,Guilford,37081,37081014502,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33.8,,,33.0,34.7,4433,POINT (-79.9680643 35.93336143),37081014502,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,643
2020,NC,North Carolina,Guilford,37081,37081016009,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.5,,,69.2,75.5,3743,POINT (-79.90858709 36.12853873),37081016009,PREVENT,DENTAL,CrdPrv,Dental Visit,37,643
2020,NC,North Carolina,Guilford,37081,37081016304,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,89.7,,,87.8,91.2,3758,POINT (-80.00435424 36.02194841),37081016304,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081012505,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.9,,,8.5,9.3,4353,POINT (-79.85399303 36.08363739),37081012505,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,643
2020,NC,North Carolina,Guilford,37081,37081012509,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.7,,,9.0,10.4,2223,POINT (-79.83832768 36.09752704),37081012509,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,643
2020,NC,North Carolina,Guilford,37081,37081016103,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.6,,,76.0,80.9,5068,POINT (-79.88000065 36.07784897),37081016103,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,643
2020,NC,North Carolina,Guilford,37081,37081012617,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.7,7.0,3478,POINT (-79.86858104 36.04133378),37081012617,HLTHOUT,COPD,CrdPrv,COPD,37,643
2019,NC,North Carolina,Guilford,37081,37081010601,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.3,,,24.3,26.5,2780,POINT (-79.83895872 36.06774276),37081010601,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,643
2020,NC,North Carolina,Guilford,37081,37081016405,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.9,,,21.0,23.0,1691,POINT (-79.93360281 36.06277462),37081016405,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,643
2019,NC,North Carolina,Guilford,37081,37081013700,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.0,,,89.7,90.3,4141,POINT (-80.02426958 35.96808586),37081013700,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,643
2020,NC,North Carolina,Guilford,37081,37081016204,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.6,,,5.4,5.8,2985,POINT (-79.98751807 36.06411368),37081016204,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,643
2020,NC,North Carolina,Guilford,37081,37081013800,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,29.2,,,26.7,31.6,4685,POINT (-79.99063132 35.96862382),37081013800,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,643
